UserID,Birthday,IsSubscribed,SubscribeDate,GenderFinal,IsVIP,HasUsedWishlist,IsUsingMultipleDevices,SK_GeoCountry
1758334,,Yes,2012-04-16 18:11:48.463,Women,Not VIP,No,No,215
1779334,,Yes,2010-04-19 12:48:46.013,N/D,Not VIP,No,No,181
1792908,,Yes,2012-04-19 15:43:30.457,Women,Not VIP,No,No,58
1756039,1971-06-23,No,,Women,Not VIP,No,No,77
1469432,,Yes,2012-03-07 15:37:40.700,N/D,Not VIP,No,No,215
1753658,1976-05-07,Yes,2012-04-16 18:11:48.463,Women,Not VIP,Yes,Yes,15
1451661,,Yes,2012-03-01 16:12:17.037,N/D,Not VIP,No,No,215
1316226,,Yes,2012-02-10 10:16:01.923,N/D,Not VIP,No,No,215
1769419,,Yes,2012-04-16 18:11:48.463,N/D,Not VIP,No,No,215
1318369,,Yes,2012-02-10 16:41:46.173,Women,Not VIP,Yes,No,55
1788807,,Yes,2012-04-19 15:43:30.457,Women,Not VIP,Yes,Yes,80
1762791,,Yes,2012-04-16 18:11:48.463,Men,Not VIP,No,No,15
1772449,,Yes,2012-04-16 18:11:48.463,Women,Not VIP,Yes,Yes,103
3420923,,No,,Women,Not VIP,No,No,216
3424733,,Yes,2012-09-17 19:22:15.097,Women,Not VIP,No,No,29
4028285,,No,,Women,Not VIP,No,No,216
4012635,,No,,N/D,Not VIP,No,No,216
1480589,,Yes,2012-03-07 15:37:40.700,Men,Not VIP,No,No,13
1291767,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,No,No,104769
1284227,,Yes,2011-12-29 19:30:15.363,Men,Not VIP,Yes,Yes,14
1290366,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,215
1434126,1992-02-12,Yes,2012-02-28 15:40:32.187,Women,Not VIP,Yes,No,197
1837716,,Yes,2012-04-26 14:49:40.760,N/D,Not VIP,Yes,Yes,214
1425847,,Yes,2012-02-28 15:40:32.187,N/D,Not VIP,No,No,13
1288280,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,Yes,No,104769
1739663,,Yes,2012-04-13 17:47:38.020,N/D,Not VIP,No,No,101
1749366,,Yes,2012-04-13 17:47:38.020,Men,Not VIP,No,No,93
1330091,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,Yes,No,215
4093474,,Yes,2012-05-17 01:50:18.863,Women,Not VIP,No,No,29
2923722,,No,,Women,Not VIP,Yes,No,216
2924692,,No,,Men,Not VIP,No,No,29
427212,,Yes,2011-07-08 00:09:48.870,Women,VIP New,No,No,216
438365,,Yes,2011-07-08 00:09:48.870,Women,Not VIP,Yes,No,216
1359114,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,No,No,77
4047782,,No,,Women,Not VIP,No,No,70
1358007,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,Yes,No,153
1752605,,Yes,2012-04-16 18:11:48.463,Women,Not VIP,Yes,No,13
1837438,,Yes,2012-04-26 14:49:40.760,Men,Not VIP,No,No,77
4063651,,No,,Women,Not VIP,No,No,216
1364396,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,Yes,No,793456
1233659,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,Yes,No,103
1713711,,Yes,2012-04-13 17:47:38.020,N/D,Not VIP,No,No,77
3998671,,No,,N/D,Not VIP,No,No,216
1296173,,Yes,2012-02-13 12:06:40.970,Women,Not VIP,Yes,Yes,103
1815219,,Yes,2012-04-24 15:03:51.187,Men,Not VIP,No,No,215
1496543,,Yes,2012-03-07 15:37:40.700,Men,Not VIP,Yes,No,13
1499670,,Yes,2012-03-09 16:05:42.620,N/D,Not VIP,No,No,215
1342233,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,Yes,No,13
1345460,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,197
1335459,,Yes,2012-02-13 06:06:24.750,N/D,Not VIP,Yes,No,13
2937310,,No,,N/D,Not VIP,No,No,216
2937812,,No,,Women,Not VIP,No,No,29
1502626,,Yes,2012-03-09 16:05:42.620,Women,Not VIP,No,No,13
1251745,,Yes,2012-02-01 10:36:54.683,Men,Not VIP,No,No,104769
1699612,,Yes,2012-04-06 17:55:35.657,Men,Not VIP,No,No,197
440682,1964-05-18,Yes,2011-07-12 20:53:22.807,Women,Not VIP,No,No,29
6482,,Unknown,,Unknown,Not VIP,No,No,1
2909630,,No,,N/D,Not VIP,Yes,Yes,216
1837742,,Yes,2011-11-02 17:14:56.050,Women,Not VIP,Yes,No,793456
2925388,,Yes,2012-04-05 19:45:20.747,N/D,Not VIP,No,No,216
2926126,,No,,N/D,Not VIP,No,No,29
1509946,,Yes,2012-03-09 16:05:42.620,Men,Not VIP,No,No,13
2954855,,No,,Women,Not VIP,No,No,70
1317038,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,No,No,70
1321243,,Yes,2012-02-21 20:25:42.803,Women,VIP New,Yes,Yes,216
444816,,Yes,2011-07-12 20:53:22.807,N/D,Not VIP,No,No,216
2926486,,No,,Women,Not VIP,No,Yes,29
2938503,,Yes,2012-08-25 00:37:28.873,Men,Not VIP,Yes,Yes,216
1357634,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,Yes,No,104769
1370245,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,Yes,No,109
2950458,,No,,N/D,Not VIP,Yes,No,29
1524401,,Yes,2012-03-13 14:38:51.833,N/D,Not VIP,No,No,198
2927284,,No,,Women,Not VIP,Yes,No,216
2935365,,No,,N/D,Not VIP,Yes,No,216
2936705,,Yes,2013-07-19 17:50:03.617,Women,Not VIP,No,No,216
1324528,2001-01-01,Yes,2011-07-08 00:09:49.433,Women,Not VIP,Yes,No,29
1325046,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,29
1844541,,Yes,2012-04-26 14:49:40.760,N/D,Not VIP,No,No,164
1511893,,Yes,2012-03-09 06:48:39.223,Women,Not VIP,No,No,101
1366612,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,77
1370037,,Yes,2012-02-18 15:23:53.330,N/D,Not VIP,Yes,Yes,215
1858510,,Yes,2012-05-01 15:04:53.000,N/D,Not VIP,No,No,215
1844828,,Yes,2012-04-26 14:49:40.760,Women,Not VIP,No,No,96
1862233,,Yes,2012-04-28 20:40:12.750,Women,Not VIP,Yes,No,186
1863035,1970-10-25,No,,Women,VIP,Yes,Yes,215
1527397,,Yes,2012-03-13 14:38:51.833,Men,Not VIP,No,No,196
2949641,,Yes,2012-08-16 23:53:36.237,Women,Not VIP,No,No,29
2953385,,No,,Women,Not VIP,No,No,216
1468805,,Yes,2012-03-07 15:37:40.700,Men,Not VIP,Yes,No,93
429055,,Yes,2011-07-08 00:09:48.870,Women,Not VIP,Yes,No,216
1793534,,Yes,2012-04-19 15:43:30.457,N/D,Not VIP,No,No,93
1323895,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,No,No,93
2949895,,No,,N/D,Not VIP,No,No,37
2952837,,No,,Women,Not VIP,Yes,No,70
1325602,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,Yes,No,117
1810762,,Yes,2012-04-24 15:03:51.187,Women,Not VIP,Yes,No,80
1531634,,Yes,2012-03-13 14:38:51.833,Men,Not VIP,No,No,197
1363152,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
1802854,,Yes,2012-04-24 15:03:51.187,Men,Not VIP,No,No,215
1355893,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
1812831,,Yes,2012-04-21 23:16:58.630,N/D,Not VIP,Yes,No,197
1804139,,Yes,2012-04-24 15:03:51.187,Men,Not VIP,No,No,215
1479949,1994-10-28,Yes,2012-03-07 15:37:40.700,Women,Not VIP,Yes,Yes,13
1294136,,Yes,2012-02-10 01:07:34.300,Women,Not VIP,Yes,No,103
1356314,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,No,Yes,216
1361337,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,29
1814587,,Yes,2012-04-24 15:03:51.187,Men,Not VIP,No,No,80
1819199,,Yes,2012-04-24 15:03:51.187,Women,Not VIP,No,No,215
1325983,1985-05-12,Yes,2012-02-21 20:25:42.803,Women,Not VIP,Yes,Yes,70
1360546,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,216
1315103,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
1315104,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,216
1318147,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
1558723,,Yes,2012-03-20 14:45:22.637,Men,Not VIP,No,No,53
1559273,,Yes,2012-03-20 14:45:22.637,Men,Not VIP,No,No,153
1561379,,Yes,2012-03-20 14:45:22.637,N/D,Not VIP,Yes,No,13
1927405,,Yes,2012-05-08 15:06:28.760,N/D,VIP,Yes,Yes,93
2927535,,No,,Women,Not VIP,Yes,No,216
2928214,,No,,Women,Not VIP,No,Yes,216
2978715,1979-09-18,Yes,2012-08-31 02:21:31.537,Women,Not VIP,No,Yes,216
2980969,,Yes,2013-05-06 20:37:27.423,Women,Not VIP,Yes,No,29
1407067,,Yes,2012-02-23 19:14:50.283,N/D,VIP@Feb14,Yes,Yes,169
684334,1981-11-03,No,,Women,Not VIP,Yes,Yes,93
1410592,,Yes,2012-02-24 00:20:08.900,Women,Not VIP,No,No,216
1414810,,Yes,2012-02-28 15:40:32.187,Women,Not VIP,Yes,No,216
1938285,,Yes,2012-05-10 15:23:19.057,Women,Not VIP,Yes,No,101
433802,,Yes,2011-07-08 00:09:48.870,Women,Not VIP,Yes,No,216
2987129,,No,,N/D,Not VIP,No,No,216
1419087,,Yes,2012-02-28 15:40:32.187,Women,Not VIP,No,No,14
2967701,,Yes,2014-10-25 21:26:18.180,N/D,VIP New,Yes,No,216
1908663,,Yes,2012-05-08 15:06:28.760,N/D,Not VIP,Yes,No,77
1923709,1976-05-08,Yes,2012-05-08 15:06:28.760,Women,Not VIP,Yes,No,169
1366192,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,No,No,216
34722,,Unknown,,Unknown,Not VIP,No,No,1
1369729,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,Yes,Yes,216
1371952,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,Yes,Yes,37
1387494,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,216
2974261,,No,,Women,Not VIP,Yes,No,29
1900191,,Yes,2012-05-04 15:00:34.417,Women,Not VIP,No,No,13
1918191,,Yes,2012-05-08 15:06:28.760,N/D,Not VIP,Yes,No,19
1409482,,Yes,2012-02-28 15:40:32.187,Men,Not VIP,No,No,29
1418255,,Yes,2012-02-28 15:40:32.187,N/D,Not VIP,No,No,37
1421378,,Yes,2012-02-28 15:40:32.187,Women,Not VIP,Yes,No,216
1421531,,Yes,2012-02-28 15:40:32.187,Men,Not VIP,No,No,216
2970176,,No,,Men,Not VIP,No,No,70
1367384,,Yes,2011-12-09 10:09:07.790,N/D,Not VIP,Yes,No,216
1372961,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
1369556,,Yes,2012-02-21 20:25:42.803,N/D,VIP,Yes,No,216
1379883,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,216
1393855,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,216
1394941,,Yes,2012-02-23 19:14:50.283,N/D,Not VIP,No,No,29
1395895,,Yes,2012-02-23 19:14:50.283,N/D,Not VIP,No,No,216
1551380,,Yes,2012-03-15 18:23:32.587,Women,Not VIP,Yes,Yes,167
1899997,,Yes,2012-05-04 15:00:34.417,N/D,Not VIP,No,No,13
1365447,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,Yes,No,216
1935518,,Yes,2012-05-10 15:23:19.057,Men,Not VIP,No,No,215
1381056,1980-09-04,Yes,2012-02-21 20:25:42.803,Men,Not VIP,Yes,No,37
2294890,,Yes,2012-06-26 15:47:33.750,N/D,Not VIP,No,No,216
2297162,,Yes,2012-06-26 15:47:33.750,Men,Not VIP,No,No,216
2301977,,Yes,2012-06-26 15:47:33.750,N/D,Not VIP,Yes,No,37
1327424,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,Yes,No,29
2986102,,Yes,2015-08-12 14:36:59.170,Women,Not VIP,No,No,216
2979419,,No,,N/D,Not VIP,No,No,216
1411446,,Yes,2012-02-28 15:40:32.187,Women,Not VIP,No,No,216
1412448,1990-09-20,Yes,2012-02-28 15:40:32.187,Men,Not VIP,Yes,No,37
1417962,,Yes,2012-02-28 15:40:32.187,N/D,Not VIP,No,No,216
1418079,,Yes,2012-02-28 15:40:32.187,Women,Not VIP,No,No,29
1854193,,Yes,2012-05-01 15:04:53.000,Men,Not VIP,No,No,13
1865268,,Yes,2012-05-01 15:04:53.000,Women,Not VIP,Yes,No,93
1353744,,No,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
1387816,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,No,No,197
1327484,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,Yes,No,216
1354585,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,216
1334066,,Yes,2012-02-21 20:25:42.803,Women,VIP,Yes,No,216
1341586,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,216
1342337,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,Yes,Yes,216
1346234,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
1353535,1990-11-19,Yes,2012-02-15 17:00:05.830,Men,Not VIP,No,No,29
2960083,,Yes,2014-05-18 03:45:53.013,N/D,Not VIP,Yes,No,216
1342343,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
1342911,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
1346862,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
1353505,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,29
1385156,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,93
2958428,1968-08-13,No,,Men,Not VIP,Yes,No,131
1320501,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
1381565,,Yes,2012-02-20 03:04:24.093,Women,Not VIP,No,No,13
1333476,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,Yes,No,197
1356399,,Yes,2012-02-16 03:45:45.910,N/D,Not VIP,Yes,No,216
1358703,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,No,No,216
1343091,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
1346316,1971-09-26,Yes,2011-05-17 17:52:22.740,Women,Not VIP,Yes,Yes,216
1348522,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
2970483,,Yes,2012-08-28 01:46:43.840,Women,Not VIP,No,No,216
2971019,,No,,N/D,Not VIP,No,No,29
1370234,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,70
1391363,,Yes,2012-02-21 22:26:55.713,Women,Not VIP,Yes,No,216
1404467,,Yes,2012-02-23 19:14:50.283,Women,Not VIP,No,No,216
1406665,,Yes,2010-04-13 09:44:52.870,Women,VIP@Feb14,Yes,No,216
1407114,,Yes,2012-02-23 19:14:50.283,Women,Not VIP,No,No,216
1408301,,Yes,2012-02-23 19:14:50.283,N/D,Not VIP,No,No,216
1396649,,Yes,2012-02-23 19:14:50.283,Women,Not VIP,Yes,No,216
1401822,,Yes,2012-02-23 19:14:50.283,Women,Not VIP,No,No,216
1339318,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
1345834,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,Yes,No,70
2958907,,No,,Women,Not VIP,No,No,216
2966795,,Yes,2015-01-06 03:28:40.057,Women,Not VIP,No,No,216
2971541,,Yes,2012-08-30 17:38:23.253,N/D,Not VIP,Yes,No,216
2968180,,Yes,2011-11-02 21:16:29.753,N/D,Not VIP,Yes,No,29
2992752,,No,,Women,Not VIP,No,No,29
2254863,,Yes,2012-06-19 15:29:57.507,N/D,Not VIP,No,No,216
2277017,,Yes,2012-06-21 15:20:36.227,N/D,Not VIP,No,No,216
2278302,,Yes,2012-06-21 15:20:36.227,N/D,Not VIP,No,No,216
2259963,,Yes,2012-06-05 14:56:32.717,N/D,Not VIP,No,No,216
2266211,,Yes,2012-06-21 15:20:36.227,N/D,Not VIP,No,No,70
2268566,,Yes,2012-06-21 15:20:36.227,Women,Not VIP,No,No,216
1403683,,Yes,2012-02-22 22:54:43.453,Women,Not VIP,Yes,No,216
1406037,,Yes,2012-02-23 19:14:50.283,N/D,Not VIP,No,No,29
2991535,,No,,Women,Not VIP,No,No,216
2259188,,Yes,2012-06-19 15:29:57.507,N/D,Not VIP,No,No,216
2260524,,Yes,2012-06-19 02:07:39.787,N/D,Not VIP,Yes,No,37
1392714,,Yes,2012-02-21 20:25:42.803,Men,Not VIP,No,No,29
1400709,,Yes,2012-02-23 19:14:50.283,Women,Not VIP,No,No,216
1401656,,Yes,2012-02-23 19:14:50.283,Women,Not VIP,Yes,No,29
2260642,,Yes,2012-06-17 23:42:12.800,Women,Not VIP,Yes,No,29
2264069,,Yes,2012-06-19 12:51:14.290,Women,Not VIP,No,No,216
2267286,,Yes,2011-12-09 10:09:07.790,N/D,Not VIP,Yes,No,70
2271398,,Yes,2012-06-21 15:20:36.227,N/D,Not VIP,Yes,No,216
1951755,,Yes,2012-05-15 15:02:47.867,Women,Not VIP,Yes,No,165
1974340,,Yes,2012-05-15 15:02:47.867,Men,Not VIP,No,No,215
449180,,Yes,2011-07-19 22:41:54.840,Women,Not VIP,Yes,No,70
2268035,,Yes,2012-06-21 15:20:36.227,Women,Not VIP,No,No,216
1432038,,Yes,2012-02-28 15:40:32.187,N/D,Not VIP,Yes,No,104768
2279780,1972-07-21,Yes,2012-06-20 23:28:02.957,Women,Not VIP,No,No,29
2280866,,Yes,2012-06-21 15:20:36.227,Women,Not VIP,No,No,37
2284467,,Yes,2012-06-21 15:20:36.227,N/D,Not VIP,No,No,216
2286028,,Yes,2012-06-21 15:20:36.227,N/D,Not VIP,No,No,216
2288061,1976-03-09,Yes,2012-06-21 13:01:32.250,Women,Not VIP,Yes,No,70
2296215,1969-05-15,Yes,2012-06-26 15:47:33.750,Women,Not VIP,Yes,No,216
2297951,,Yes,2012-06-26 15:47:33.750,Women,Not VIP,No,No,216
2306593,,Yes,2012-06-26 15:47:33.750,N/D,Not VIP,Yes,No,70
2309015,,Yes,2012-06-26 15:47:33.750,N/D,Not VIP,No,No,216
2302621,,Yes,2012-06-22 16:02:51.770,Women,Not VIP,No,No,216
2306797,,Yes,2012-06-23 00:04:53.357,N/D,Not VIP,No,No,70
2307467,,Yes,2012-06-26 15:47:33.750,Men,Not VIP,No,No,216
448237,,Yes,2011-07-19 22:41:54.840,Women,Not VIP,No,No,216
2289509,1976-05-28,Yes,2012-06-21 13:28:40.950,Women,Not VIP,No,No,29
2307357,,Yes,2012-06-26 15:47:33.750,N/D,Not VIP,No,No,216
2308661,,Yes,2012-06-26 15:47:33.750,Women,VIP,Yes,Yes,216
2992561,,Yes,2013-04-24 17:13:29.790,Women,Not VIP,No,No,216
2980717,,Yes,2014-10-16 02:05:22.353,Women,Not VIP,Yes,No,216
2985970,,No,,Men,Not VIP,No,No,216
2297246,,Yes,2012-06-26 15:47:33.750,Men,Not VIP,No,No,216
2304552,,Yes,2012-06-26 15:47:33.750,Women,Not VIP,No,No,216
2305066,,Yes,2012-06-26 15:47:33.750,Men,Not VIP,No,No,216
467146,,Yes,2011-07-31 18:58:58.353,Women,Not VIP,Yes,No,216
2296124,,Yes,2012-06-26 15:47:33.750,N/D,Not VIP,No,No,216
2300000,,Yes,2012-05-20 09:15:08.403,Women,Not VIP,Yes,No,29
2305116,,Yes,2012-06-26 15:47:33.750,Women,Not VIP,Yes,No,216
434882,,Yes,2011-07-08 00:09:48.870,Women,Not VIP,Yes,No,29
1423256,,Yes,2012-02-28 15:40:32.187,N/D,Not VIP,No,No,216
453548,,Yes,2011-07-21 22:18:24.230,Men,Not VIP,Yes,No,216
2963603,,No,,Men,Not VIP,No,No,216
2967981,,Yes,2012-08-27 20:40:26.460,Men,Not VIP,No,No,216
2971391,,No,,Women,Not VIP,No,No,216
1380865,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,No,No,216
1387222,,Yes,2012-02-21 20:25:42.803,N/D,Not VIP,No,No,216
2998199,,No,,N/D,Not VIP,No,No,216
2371406,,Yes,2012-06-29 04:30:41.780,Men,Not VIP,Yes,Yes,216
3005733,,No,,N/D,Not VIP,No,No,70
2317402,,Yes,2014-01-09 09:39:24.590,Men,Not VIP,No,No,216
2318623,,Yes,2012-06-26 15:47:33.750,Women,Not VIP,No,No,216
1408405,,Yes,2012-02-23 19:14:50.283,Women,Not VIP,No,No,29
2317178,,Yes,2012-06-26 15:47:33.750,N/D,Not VIP,No,No,216
2328106,,Yes,2012-06-25 06:20:23.617,Women,Not VIP,No,No,216
2335743,,Yes,2012-06-26 15:47:33.750,Women,Not VIP,No,No,216
2336311,,Yes,2012-06-26 15:47:33.750,Women,Not VIP,Yes,Yes,37
3003434,,No,,N/D,Not VIP,No,No,216
3007677,,No,,Women,Not VIP,No,No,29
2324199,,Yes,2012-06-26 15:47:33.750,Women,Not VIP,No,No,216
2335967,,Yes,2012-06-26 15:47:33.750,N/D,Not VIP,No,No,70
1343236,,Yes,2012-02-21 20:25:42.803,Women,Not VIP,No,No,216
1600207,,Yes,2012-03-27 15:19:20.043,Women,Not VIP,No,No,215
2034856,,Yes,2012-05-23 15:30:11.823,Women,Not VIP,No,No,13
2351192,,Yes,2012-06-28 15:21:24.433,N/D,Not VIP,No,No,216
2037552,,Yes,2012-05-22 17:30:57.653,Men,Not VIP,Yes,Yes,118
1440942,,Yes,2012-02-28 15:40:32.187,N/D,Not VIP,No,No,164
1435633,,Yes,2012-02-28 15:40:32.187,Women,Not VIP,Yes,No,15
2346727,,Yes,2012-06-28 15:21:24.433,N/D,Not VIP,No,No,70
2369856,,Yes,2012-07-03 15:23:23.887,N/D,Not VIP,No,No,37
2026009,,Yes,2012-05-21 19:48:59.103,Women,Not VIP,No,Yes,93
2363040,,Yes,2012-06-28 15:21:24.433,N/D,Not VIP,No,No,70
2357310,1975-06-23,Yes,2012-06-28 15:21:24.433,Men,Not VIP,No,No,29
2361908,,Yes,2012-06-28 15:21:24.433,Women,Not VIP,No,No,216
2999937,,Yes,2013-03-25 21:34:13.940,Women,Not VIP,Yes,No,216
3001828,,No,,Women,Not VIP,No,No,216
3003581,,No,,Women,Not VIP,No,No,216
2377162,,Yes,2012-06-19 15:29:57.950,Women,Not VIP,No,No,216
1425731,,Yes,2012-02-28 15:40:32.187,Women,Not VIP,No,No,13
2316914,,Yes,2012-06-26 15:47:33.750,Women,Not VIP,No,No,37
2317096,,Yes,2012-06-26 15:47:33.750,N/D,Not VIP,No,No,216
2323530,,Yes,2011-12-09 10:09:07.790,Women,Not VIP,No,No,216
1569392,1973-09-14,No,,Women,Not VIP,Yes,Yes,103
1962036,,Yes,2012-05-08 15:06:29.207,Women,Not VIP,No,No,77
1977895,,Yes,2012-05-01 15:04:53.460,Women,Not VIP,Yes,No,215
1996749,,Yes,2012-05-17 15:11:33.593,Women,Not VIP,No,No,197
2357091,,Yes,2012-06-28 15:21:24.433,N/D,Not VIP,No,No,216
1951888,,Yes,2012-05-15 15:02:47.867,Men,Not VIP,Yes,Yes,215
1566096,,Yes,2012-03-20 14:45:22.637,Women,Not VIP,No,No,215
1964479,,Yes,2012-05-15 15:02:47.867,Women,Not VIP,No,No,215
1964822,,Yes,2012-05-15 15:02:47.867,Men,Not VIP,No,No,77
1572173,,Yes,2012-03-20 14:45:22.637,Women,Not VIP,No,No,197
2315263,,Yes,2012-06-26 15:47:33.750,Women,Not VIP,No,No,216
2321748,,Yes,2012-06-26 15:47:33.750,Women,Not VIP,No,No,216
2326177,,Yes,2012-06-26 15:47:33.750,N/D,Not VIP,No,No,70
1957665,,Yes,2012-05-15 15:02:47.867,N/D,Not VIP,No,No,215
1570306,,Yes,2012-03-20 14:45:22.637,Women,Not VIP,No,No,215
2374745,,Yes,2012-07-03 15:23:23.887,Women,Not VIP,No,No,216
2999543,,Yes,2013-09-27 15:04:55.090,Women,Not VIP,No,No,216
2280851,,Yes,2012-06-21 15:20:36.227,N/D,Not VIP,No,No,216
4835610,,No,,N/D,Not VIP,No,No,103
2203864,,Yes,2012-06-12 18:29:36.647,Women,Not VIP,Yes,Yes,793456
2256472,,Yes,2012-06-19 15:29:57.507,N/D,Not VIP,No,No,216
4197148,1986-09-13,Yes,2014-11-26 15:12:23.207,Men,Not VIP,Yes,No,215
2287005,,Yes,2012-06-21 15:20:36.227,Men,Not VIP,No,No,216
2292035,,Yes,2012-06-26 15:47:33.750,Women,Not VIP,Yes,No,216
2283278,,Yes,2012-06-21 15:20:36.227,Women,Not VIP,Yes,No,216
2305672,,Yes,2012-06-22 21:49:19.973,Men,Not VIP,No,No,70
2307512,,Yes,2012-06-23 02:07:59.537,N/D,Not VIP,No,No,104768
2022823,,Yes,2012-05-22 17:30:57.187,N/D,Not VIP,No,No,13
2028541,,Yes,2012-05-22 17:30:57.187,Men,Not VIP,No,No,13
1603307,,Yes,2012-03-27 15:19:20.043,Women,Not VIP,Yes,No,21
2034564,,Yes,2012-05-23 15:30:11.823,Women,Not VIP,Yes,No,80
2350389,,Yes,2012-06-27 06:29:51.560,N/D,Not VIP,No,No,216
2371579,,Yes,2012-07-03 15:23:23.887,Men,Not VIP,No,No,216
2012099,,Yes,2011-10-13 16:24:56.573,Women,Not VIP,No,No,197
3009885,,No,,Women,Not VIP,No,No,29
734046,,Yes,2011-11-03 18:23:14.220,Women,Not VIP,Yes,No,13
2376434,1990-05-14,Yes,2012-06-30 04:08:30.997,Women,VIP,Yes,No,37
2322522,,Yes,2012-06-26 15:47:33.750,Women,Not VIP,No,No,216
2267307,1986-02-01,Yes,2012-06-19 19:35:26.213,Men,Not VIP,No,No,216
2276633,,No,2012-06-21 15:20:36.227,Women,Not VIP,No,No,216
2289833,,No,2012-06-21 15:20:36.227,Women,Not VIP,No,No,216
2292477,,Yes,2012-06-26 15:47:33.750,Women,Not VIP,No,No,216
1466000,,Yes,2012-03-07 15:37:40.700,Women,Not VIP,Yes,No,222
1471651,,Yes,2012-03-07 15:37:40.700,Women,Not VIP,No,No,215
1459832,,Yes,2012-03-07 15:37:40.700,Women,Not VIP,No,No,215
2042211,,Yes,2012-05-24 15:24:30.827,N/D,Not VIP,Yes,Yes,13
2042354,,Yes,2012-05-24 15:24:30.827,Women,Not VIP,Yes,No,77
2039862,,Yes,2012-05-15 15:02:48.353,Women,Not VIP,No,No,93
2306362,,Yes,2012-06-22 22:33:51.250,Women,Not VIP,Yes,Yes,29
4126764,,Yes,2012-12-19 12:39:47.840,N/D,Not VIP,No,No,216
4130725,,Yes,2012-11-21 09:04:14.900,Men,Not VIP,Yes,No,70
4260313,,No,,Women,Not VIP,No,No,29
1453042,,Yes,2012-01-19 08:17:44.807,Women,Not VIP,No,No,101
2349087,,Yes,2012-06-27 01:58:27.450,Women,Not VIP,Yes,No,29
2357530,,Yes,2012-06-28 15:21:24.433,Men,Not VIP,No,No,216
2358747,,Yes,2012-06-28 15:21:24.433,N/D,Not VIP,No,No,216
2359783,,Yes,2012-06-28 15:21:24.433,Men,Not VIP,Yes,No,216
2353623,,Yes,2012-06-28 15:21:24.433,Women,Not VIP,No,No,216
2358821,,Yes,2012-06-28 15:21:24.433,N/D,Not VIP,Yes,Yes,216
2359671,,Yes,2012-06-28 15:21:24.433,Men,Not VIP,No,No,216
